task_id,file,worker,status,mano_cua_status,mano_cua_result,total_steps,compliance,compliance_issues,has_trajectory,trajectory_match,match_confidence,is_duplicate,grade
ngx-progressbar-386,worker-04/ngx-progressbar-386.json,worker-04,completed,COMPLETED,abnormal,43,pass,,yes,match,,no,A
ngx-progressbar-66,worker-04/ngx-progressbar-66.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
ngx-progressbar-88,worker-04/ngx-progressbar-88.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
ngx-progressbar-pr119,worker-04/ngx-progressbar-pr119.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
ngx-progressbar-pr278,worker-04/ngx-progressbar-pr278.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
nuxt-95,worker-04/nuxt-95.json,worker-04,completed,COMPLETED,abnormal,12,fail,#6,no,N/A,,no,D
nuxt-pr162,worker-04/nuxt-pr162.json,worker-04,completed,COMPLETED,normal,8,fail,#6,no,N/A,,no,D
nuxt-pr217,worker-04/nuxt-pr217.json,worker-04,completed,STOPPED_BY_USER,unclear,80,pass,,yes,match,,no,A
nuxt-studio-378,worker-04/nuxt-studio-378.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
onlook-2574,worker-04/onlook-2574.json,worker-04,failed,,,,warn,#14,N/A,N/A,,no,A
org-chart-215,worker-04/org-chart-215.json,worker-04,completed,STOPPED_BY_USER,unclear,70,fail,#9,no,N/A,,yes,D
padloc-554,worker-04/padloc-554.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
penpot-desktop-11,worker-04/penpot-desktop-11.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr116,worker-04/penpot-desktop-pr116.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr160,worker-04/penpot-desktop-pr160.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr24,worker-04/penpot-desktop-pr24.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr252,worker-04/penpot-desktop-pr252.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr51,worker-04/penpot-desktop-pr51.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr57,worker-04/penpot-desktop-pr57.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
penpot-desktop-pr59,worker-04/penpot-desktop-pr59.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
pwa-module-pr354,worker-04/pwa-module-pr354.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
pwa-module-pr386,worker-04/pwa-module-pr386.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
pwa-module-pr417,worker-04/pwa-module-pr417.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
pwa-module-pr428,worker-04/pwa-module-pr428.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
react-content-loader-93,worker-04/react-content-loader-93.json,worker-04,completed,COMPLETED,abnormal,35,warn,#14,yes,match,,no,B
react-native-reanimated-carousel-864,worker-04/react-native-reanimated-carousel-864.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
regex-vis-pr131,worker-04/regex-vis-pr131.json,worker-04,completed,COMPLETED,abnormal,22,pass,,yes,match,,no,A
regex-vis-pr47,worker-04/regex-vis-pr47.json,worker-04,completed,COMPLETED,abnormal,17,pass,,yes,match,,no,A
regex-vis-pr48,worker-04/regex-vis-pr48.json,worker-04,completed,COMPLETED,normal,13,pass,,yes,match,,no,A
regex-vis-pr55,worker-04/regex-vis-pr55.json,worker-04,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
regex-vis-pr58,worker-04/regex-vis-pr58.json,worker-04,completed,COMPLETED,abnormal,11,pass,,yes,match,,no,A
regex-vis-pr67,worker-04/regex-vis-pr67.json,worker-04,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
regex-vis-pr75,worker-04/regex-vis-pr75.json,worker-04,completed,COMPLETED,abnormal,18,pass,,yes,match,,no,A
regex-vis-pr76,worker-04/regex-vis-pr76.json,worker-04,completed,COMPLETED,normal,11,pass,,yes,match,,no,A
sanity-1049,worker-04/sanity-1049.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-1062,worker-04/sanity-1062.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-123,worker-04/sanity-123.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-1344,worker-04/sanity-1344.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-1387,worker-04/sanity-1387.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-306,worker-04/sanity-306.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-644,worker-04/sanity-644.json,worker-04,failed,not_started,deploy_failed,,fail,"#2, #7, #15",N/A,N/A,,no,C
sanity-690,worker-04/sanity-690.json,worker-04,completed,COMPLETED,unclear,54,pass,,yes,mismatch,,no,A
script-lab-623,worker-04/script-lab-623.json,worker-04,completed,COMPLETED,abnormal,12,warn,#14,yes,match,,no,B
script-lab-648,worker-04/script-lab-648.json,worker-04,completed,COMPLETED,abnormal,6,warn,#14,yes,match,,no,B
svelte-toast-pr52,worker-04/svelte-toast-pr52.json,worker-04,completed,COMPLETED,unclear,None,fail,#6,no,N/A,,no,D
trix-265,worker-04/trix-265.json,worker-04,completed,COMPLETED,normal,5,pass,,yes,match,,no,A
trix-554,worker-04/trix-554.json,worker-04,completed,COMPLETED,abnormal,13,pass,,yes,match,,no,A
unplugin-icons-178,worker-04/unplugin-icons-178.json,worker-04,completed,COMPLETED,normal,32,pass,,yes,match,,no,A
unplugin-icons-338,worker-04/unplugin-icons-338.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
unplugin-icons-pr316,worker-04/unplugin-icons-pr316.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
unplugin-icons-pr320,worker-04/unplugin-icons-pr320.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
unplugin-icons-pr356,worker-04/unplugin-icons-pr356.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
vue-element-plus-admin-309,worker-04/vue-element-plus-admin-309.json,worker-04,completed,COMPLETED,abnormal,23,pass,,yes,match,,no,A
vue-element-plus-admin-316,worker-04/vue-element-plus-admin-316.json,worker-04,completed,HARD_TIMEOUT,unclear,26,pass,,no_result_desc,N/A,,no,D
vue-element-plus-admin-317,worker-04/vue-element-plus-admin-317.json,worker-04,completed,SKIPPED_SAME_COMMIT,unclear,,fail,"#4, #6",no,N/A,,no,D
vue-element-plus-admin-318,worker-04/vue-element-plus-admin-318.json,worker-04,completed,SKIPPED_SAME_COMMIT,unclear,,fail,"#4, #6",no,N/A,,no,D
vue-element-plus-admin-326,worker-04/vue-element-plus-admin-326.json,worker-04,completed,HARD_TIMEOUT,unclear,31,pass,,yes,match,,no,A
vue-element-plus-admin-424,worker-04/vue-element-plus-admin-424.json,worker-04,completed,SKIPPED_REPO_FUSE,unclear,,fail,"#4, #6",no,N/A,,no,D
vue-element-plus-admin-428,worker-04/vue-element-plus-admin-428.json,worker-04,completed,SKIPPED_REPO_FUSE,unclear,,fail,"#4, #6",no,N/A,,no,D
vue-element-plus-admin-441,worker-04/vue-element-plus-admin-441.json,worker-04,completed,COMPLETED,unclear,25,pass,,yes,match,,no,A
vuetify-module-95,worker-04/vuetify-module-95.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
vuetify-module-pr230,worker-04/vuetify-module-pr230.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
vuetify-module-pr300,worker-04/vuetify-module-pr300.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
wanderlust-193,worker-04/wanderlust-193.json,worker-04,completed,COMPLETED,abnormal,5,pass,,yes,match,,no,A
website-4788,worker-04/website-4788.json,worker-04,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
website-4794,worker-04/website-4794.json,worker-04,completed,COMPLETED,normal,3,pass,,yes,match,,no,A
website-4805,worker-04/website-4805.json,worker-04,completed,COMPLETED,abnormal,8,pass,,yes,match,,no,A
website-4885,worker-04/website-4885.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
website-4893,worker-04/website-4893.json,worker-04,completed,COMPLETED,abnormal,30,pass,,yes,match,,no,A
website-5102,worker-04/website-5102.json,worker-04,completed,COMPLETED,abnormal,91,warn,#10,yes,match,,no,B
website-5139,worker-04/website-5139.json,worker-04,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
website-5158,worker-04/website-5158.json,worker-04,completed,COMPLETED,abnormal,5,pass,,yes,match,,no,A
website-5189,worker-04/website-5189.json,worker-04,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
wuffle-142,worker-04/wuffle-142.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
wuffle-161,worker-04/wuffle-161.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
wuffle-245,worker-04/wuffle-245.json,worker-04,completed,SKIPPED,deploy_failed,,fail,"#4, #5, #6, #11",no,N/A,,no,D
wuffle-38,worker-04/wuffle-38.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
wuffle-77,worker-04/wuffle-77.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
wuffle-90,worker-04/wuffle-90.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
wuffle-pr256,worker-04/wuffle-pr256.json,worker-04,failed,,,,pass,,N/A,N/A,,no,A
BongoCat-438,worker-05/BongoCat-438.json,worker-05,failed,,,,warn,#16,N/A,N/A,,no,A
ByteStash-156,worker-05/ByteStash-156.json,worker-05,completed,COMPLETED,normal,48,fail,#9,yes,match,,yes,C
ByteStash-157,worker-05/ByteStash-157.json,worker-05,completed,COMPLETED,unclear,34,fail,#9,yes,match,,yes,C
ByteStash-173,worker-05/ByteStash-173.json,worker-05,completed,STOPPED_BY_USER,unclear,87,fail,"#9, #10",yes,match,,yes,C
ByteStash-46,worker-05/ByteStash-46.json,worker-05,completed,COMPLETED,abnormal,10,fail,#9,yes,match,,yes,C
ByteStash-58,worker-05/ByteStash-58.json,worker-05,completed,STOPPED_BY_USER,abnormal,86,fail,"#9, #10",yes,match,,yes,C
OpsiMate-264,worker-05/OpsiMate-264.json,worker-05,completed,COMPLETED,normal,40,pass,,yes,match,,no,A
OpsiMate-305,worker-05/OpsiMate-305.json,worker-05,failed,STOPPED,unclear,26,warn,"#15, #16",N/A,N/A,,no,A
OpsiMate-343,worker-05/OpsiMate-343.json,worker-05,failed,STOPPED,unclear,15,warn,"#15, #16",N/A,N/A,,no,A
OpsiMate-379,worker-05/OpsiMate-379.json,worker-05,failed,STOPPED,unclear,36,warn,"#15, #16",N/A,N/A,,no,A
OpsiMate-407,worker-05/OpsiMate-407.json,worker-05,completed,COMPLETED,abnormal,31,fail,#6,no,N/A,,no,D
OpsiMate-408,worker-05/OpsiMate-408.json,worker-05,completed,STOPPED,abnormal,51,pass,,no_result_desc,N/A,,no,D
OpsiMate-410,worker-05/OpsiMate-410.json,worker-05,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
OpsiMate-467,worker-05/OpsiMate-467.json,worker-05,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
a11y.css-227,worker-05/a11y.css-227.json,worker-05,completed,STOPPED_BY_USER,unclear,89,warn,#10,no,N/A,,no,D
ant-design-vue-7540,worker-05/ant-design-vue-7540.json,worker-05,completed,COMPLETED,normal,6,pass,,yes,match,,no,A
bananas-pr58,worker-05/bananas-pr58.json,worker-05,completed,COMPLETED,abnormal,36,pass,,yes,match,,no,A
beercss-532,worker-05/beercss-532.json,worker-05,completed,COMPLETED,abnormal,72,pass,,yes,mismatch,,no,A
beercss-539,worker-05/beercss-539.json,worker-05,completed,STOPPED_BY_USER,unclear,82,warn,#10,yes,match,,no,B
beercss-558,worker-05/beercss-558.json,worker-05,completed,STOPPED_BY_USER,unclear,66,pass,,no,N/A,,no,D
blinko-1068,worker-05/blinko-1068.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
blinko-1138,worker-05/blinko-1138.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
blinko-427,worker-05/blinko-427.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
blinko-444,worker-05/blinko-444.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
blinko-802,worker-05/blinko-802.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
calendar-401,worker-05/calendar-401.json,worker-05,completed,STOPPED_BY_USER,unclear,99,warn,#10,yes,match,,no,B
codeimage-420,worker-05/codeimage-420.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
codeimage-445,worker-05/codeimage-445.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
codeimage-641,worker-05/codeimage-641.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
craft.js-321,worker-05/craft.js-321.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-373,worker-05/craft.js-373.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-449,worker-05/craft.js-449.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-52,worker-05/craft.js-52.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-62,worker-05/craft.js-62.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-pr587,worker-05/craft.js-pr587.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-pr604,worker-05/craft.js-pr604.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
craft.js-pr634,worker-05/craft.js-pr634.json,worker-05,failed,NOT_RUN,unclear,,fail,"#2, #7, #15",N/A,N/A,,no,C
devops-daily-859,worker-05/devops-daily-859.json,worker-05,completed,COMPLETED,abnormal,30,pass,,yes,match,,no,A
ebook-reader-287,worker-05/ebook-reader-287.json,worker-05,completed,STOPPED_BY_USER,unclear,83,warn,#10,yes,match,,no,B
editor.js-2386,worker-05/editor.js-2386.json,worker-05,completed,COMPLETED,normal,7,pass,,yes,match,,no,A
editor.js-2499,worker-05/editor.js-2499.json,worker-05,completed,COMPLETED,normal,9,pass,,yes,match,,no,A
editor.js-2518,worker-05/editor.js-2518.json,worker-05,completed,COMPLETED,abnormal,10,pass,,yes,match,,no,A
editor.js-2689,worker-05/editor.js-2689.json,worker-05,completed,COMPLETED,normal,11,pass,,yes,match,,no,A
factoriolab-1695,worker-05/factoriolab-1695.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
factoriolab-1715,worker-05/factoriolab-1715.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
github-profile-readme-generator-249,worker-05/github-profile-readme-generator-249.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
github-profile-readme-generator-382,worker-05/github-profile-readme-generator-382.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
github-profile-readme-generator-93,worker-05/github-profile-readme-generator-93.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
google-fonts-84,worker-05/google-fonts-84.json,worker-05,completed,COMPLETED,unclear,14,pass,,yes,match,,no,A
google-fonts-pr161,worker-05/google-fonts-pr161.json,worker-05,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
google-fonts-pr21,worker-05/google-fonts-pr21.json,worker-05,completed,COMPLETED,abnormal,36,pass,,yes,match,,no,A
google-fonts-pr25,worker-05/google-fonts-pr25.json,worker-05,completed,COMPLETED,abnormal,48,pass,,yes,match,,no,A
google-fonts-pr28,worker-05/google-fonts-pr28.json,worker-05,completed,COMPLETED,abnormal,17,pass,,yes,match,,no,A
hastic-grafana-app-374,worker-05/hastic-grafana-app-374.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
homer-pr1034,worker-05/homer-pr1034.json,worker-05,completed,COMPLETED,abnormal,26,fail,#6,no,N/A,,no,D
homer-pr112,worker-05/homer-pr112.json,worker-05,completed,TIMEOUT,abnormal,91,warn,#10,no_result_desc,N/A,,no,D
homer-pr115,worker-05/homer-pr115.json,worker-05,completed,TIMEOUT,abnormal,38,pass,,no_result_desc,N/A,,no,D
homer-pr174,worker-05/homer-pr174.json,worker-05,completed,COMPLETED,abnormal,40,fail,#6,no,N/A,,no,D
ionic-823,worker-05/ionic-823.json,worker-05,completed,COMPLETED,normal,39,pass,,yes,match,,no,A
lms-1931,worker-05/lms-1931.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
lms-1932,worker-05/lms-1932.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
lms-2098,worker-05/lms-2098.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
lokus-15,worker-05/lokus-15.json,worker-05,completed,COMPLETED,unclear,25,pass,,yes,match,,no,A
lokus-255,worker-05/lokus-255.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
lokus-259,worker-05/lokus-259.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
lokus-261,worker-05/lokus-261.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
lokus-283,worker-05/lokus-283.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
maskito-2445,worker-05/maskito-2445.json,worker-05,completed,COMPLETED,abnormal,46,pass,,yes,match,,no,A
maskito-2448,worker-05/maskito-2448.json,worker-05,completed,COMPLETED,unclear,38,pass,,yes,match,,no,A
maskito-2534,worker-05/maskito-2534.json,worker-05,completed,COMPLETED,normal,50,pass,,yes,match,,no,A
maskito-804,worker-05/maskito-804.json,worker-05,completed,COMPLETED,normal,41,pass,,yes,match,,no,A
media-chrome-792,worker-05/media-chrome-792.json,worker-05,completed,COMPLETED,abnormal,109,warn,#10,yes,match,,no,B
media-chrome-823,worker-05/media-chrome-823.json,worker-05,completed,COMPLETED,normal,60,pass,,yes,match,,no,A
media-chrome-986,worker-05/media-chrome-986.json,worker-05,completed,COMPLETED,normal,39,pass,,yes,match,,no,A
media-chrome-991,worker-05/media-chrome-991.json,worker-05,completed,COMPLETED,normal,31,pass,,yes,match,,no,A
minimal-chat-74,worker-05/minimal-chat-74.json,worker-05,completed,COMPLETED,abnormal,58,pass,,yes,match,,no,A
mint-ui-531,worker-05/mint-ui-531.json,worker-05,completed,COMPLETED,normal,56,pass,,yes,match,,no,A
monaco-editor-auto-typings-32,worker-05/monaco-editor-auto-typings-32.json,worker-05,completed,COMPLETED,normal,33,fail,#9,yes,match,,yes,C
multiple-select-434,worker-05/multiple-select-434.json,worker-05,completed,COMPLETED,abnormal,6,pass,,yes,match,,no,A
multiple-select-450,worker-05/multiple-select-450.json,worker-05,completed,COMPLETED,abnormal,8,pass,,yes,match,,no,A
multiple-select-465,worker-05/multiple-select-465.json,worker-05,completed,COMPLETED,abnormal,6,pass,,yes,match,,no,A
multiple-select-487,worker-05/multiple-select-487.json,worker-05,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
multiple-select-507,worker-05/multiple-select-507.json,worker-05,completed,COMPLETED,normal,16,pass,,yes,match,,no,A
multiple-select-515,worker-05/multiple-select-515.json,worker-05,completed,COMPLETED,abnormal,18,pass,,yes,match,,no,A
nuxt-security-610,worker-05/nuxt-security-610.json,worker-05,completed,COMPLETED,normal,37,pass,,yes,match,,no,A
obsidian-univer-87,worker-05/obsidian-univer-87.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
obsidian-univer-pr28,worker-05/obsidian-univer-pr28.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
obsidian-univer-pr46,worker-05/obsidian-univer-pr46.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
obsidian-univer-pr55,worker-05/obsidian-univer-pr55.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
obsidian-univer-pr6,worker-05/obsidian-univer-pr6.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
open5e-775,worker-05/open5e-775.json,worker-05,completed,COMPLETED,abnormal,59,pass,,yes,match,,no,A
react-bootstrap-6842,worker-05/react-bootstrap-6842.json,worker-05,completed,COMPLETED,abnormal,24,pass,,yes,match,,no,A
react-calendar-343,worker-05/react-calendar-343.json,worker-05,completed,COMPLETED,abnormal,7,pass,,yes,match,,no,A
react-datasheet-grid-204,worker-05/react-datasheet-grid-204.json,worker-05,completed,COMPLETED,normal,19,pass,,yes,match,,no,A
react-dropzone-1190,worker-05/react-dropzone-1190.json,worker-05,completed,COMPLETED,normal,21,pass,,yes,match,,no,A
react-dropzone-1222,worker-05/react-dropzone-1222.json,worker-05,completed,COMPLETED,normal,6,pass,,yes,match,,no,A
react-dropzone-1238,worker-05/react-dropzone-1238.json,worker-05,completed,STOPPED_BY_USER,unclear,23,pass,,yes,match,,no,A
react-dropzone-1346,worker-05/react-dropzone-1346.json,worker-05,completed,COMPLETED,unclear,14,pass,,yes,match,,no,A
react-dropzone-1418,worker-05/react-dropzone-1418.json,worker-05,completed,STOPPED_BY_USER,unclear,43,pass,,yes,match,,no,A
react-dropzone-1449,worker-05/react-dropzone-1449.json,worker-05,completed,STOPPED_BY_USER,unclear,13,pass,,no_result_desc,N/A,,no,D
react-dropzone-526,worker-05/react-dropzone-526.json,worker-05,completed,STOPPED_BY_USER,unclear,0,pass,,no_result_desc,N/A,,no,D
react-timeline-9000-106,worker-05/react-timeline-9000-106.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
react-timeline-9000-144,worker-05/react-timeline-9000-144.json,worker-05,completed,COMPLETED,abnormal,66,pass,,yes,match,,no,A
react-timeline-9000-200,worker-05/react-timeline-9000-200.json,worker-05,completed,COMPLETED,abnormal,88,warn,#10,yes,match,,no,B
react-timeline-9000-62,worker-05/react-timeline-9000-62.json,worker-05,completed,COMPLETED,normal,54,pass,,yes,match,,no,A
reactstrap-1070,worker-05/reactstrap-1070.json,worker-05,completed,COMPLETED,normal,89,warn,#10,yes,match,,no,B
rich-markdown-editor-176,worker-05/rich-markdown-editor-176.json,worker-05,completed,COMPLETED,normal,18,pass,,yes,match,,no,A
